ロドスアイランド	ろどすあいらんど	会社名
行動隊A4	こうどうたいえーふぉー	部署名
行動予備隊	こうどうよびたい	部署名
バベル	ばべる	会社名
炎国	えんごく	会社名
龍門	ろんめん	会社名
近衛局	このえきょく	部署名
リー探偵事務所	りーたんていじむしょ	会社名
ペンギン急便	ぺんぎんきゅうびん	会社名
ヴィクトリア	びくとりあ	会社名
グラスゴー	ぐらすごー	会社名
ダブリン	だぶりん	会社名
サルゴン	さるごん	会社名
カランド貿易	からんどぼうえき	会社名
ウルサス	うるさす	会社名
学生自治団	がくせいじちだん	部署名
カジミエーシュ	かじみえーしゅ	会社名
レッドパイン騎士団	れっどぱいんきしだん	会社名
ラテラーノ	らてらーの	会社名
イベリア	いべりあ	会社名
エーギル	えーぎる	会社名
アビサル	あびさる	会社名
クルビア	くるびあ	会社名
ライン生命	らいんせいめい	会社名
BSW	びーえすだぶりゅ	会社名
シエスタ	しえすた	会社名
サーミ	さーみ	会社名
シラクーザ	しらくーざ	会社名
リターニア	りたーにあ	会社名
レム・ビリトン	れむびりとん	会社名
ミノス	みのす	会社名
ボリバル	ぼりばる	会社名
レインボー小隊	れいんぼーしょうたい	会社名
